Plate	Well	GeneID	GeneSymbol	siRNAID
2	E08	9252	RPS6KA5	s17692
2	E09	2145	EZH1	s4915
2	F01	51564	HDAC7	s28335
2	F10	93349	SP140L	s41123
2	F11	54014	BRWD1	s226762
2	F12	93624		s41175
2	F13	54093	SETD4	s28857
2	F14	114826	SMYD4	s41674
2	F15	54454	ATAD2B	s28989
2	F16	116143	WDR92	s41941
2	F17	54496	PRMT7	s29078
2	F18	117143	TADA1L	s42098
2	F19	54556	ING3	s29201
2	F02	90826	PRMT10	s40502
2	F20	121536	AEBP2	s42479
2	F21	54790	TET2	s29442
2	F22	138151	NACC2	s44090
2	F03	51588	PIAS4	s28369
2	F04	91133	L3MBTL4	s225081
2	F05	51592	TRIM33	s28372
2	F06	93081	C13orf27	s41075
2	F07	51780	KDM3B	s224243
2	F08	93166	PRDM6	s41097
2	F09	53615	MBD3	s28738
2	G01	3065	HDAC1	s74
2	G10	9869	SETDB1	s19111
2	G11	3431	SP110	s7146
2	G12	9870	AREL1	s19114
2	G13	3621	ING1	s7429
2	G14	9913	SUPT7L	s19222
2	G15	3622	ING2	s7433
2	G16	10013	HDAC6	s19460
2	G17	3717	JAK2	s7650
2	G18	10014	HDAC5	s19463
2	G19	3720	JARID2	s7656
2	G02	9739	SETD1A	s18790
2	G20	10155	TRIM28	s19778
2	G21	4152	MBD1	s8547
2	G22	10196	PRMT3	s19869
2	G03	3066	HDAC2	s6495
2	G04	9757	KMT2B	s18831
2	G05	3070	HELLS	s6507
2	G06	9759	HDAC4	s18837
2	G07	3275	PRMT2	s6916
2	G08	9866	TRIM66	s230417
2	G09	3276	PRMT1	s6918
2	H01	54799	MBTD1	s29461
2	H10	151194	FAM119A	s45528
2	H11	55140	ELP3	s30264
2	H12	171023	ASXL1	s46893
2	H13	55170	PRMT6	s30339
2	H14	196483	FAM86A	s47029
2	H15	55193	PBRM1	s30401
2	H16	196541	METTL21C	s47046
2	H17	55209	SETD5	s30445
2	H18	200424	TET3	s47239
2	H19	55252	ASXL2	s30559
2	H02	138474	TAF1L	s44115
2	H20	221037	JMJD1C	s47943
2	H21	55352	C17orf79	s30808
2	H22	221656	KDM1B	s48087
2	H03	54904	WHSC1L1	s29727
2	H04	140690	CTCFL	s44348
2	H05	54934	C12orf41	s29793
2	H06	143241	DYDC1	s225673
2	H07	55023	PHIP	s30010
2	H08	150572	SMYD1	s45455
2	H09	55139	ANKZF1	s30259
2	I01	4204	MECP2	s8645
2	I10	10445	MCRS1	s20435
2	I11	5110	PCMT1	s10132
2	I12	10474	TADA3	s20509
2	I13	5253	PHF2	s10438
2	I14	10498	CARM1	s20577
2	I15	5562	PRKAA1	s101
2	I16	10524	KAT5	s20630
2	I17	5563	PRKAA2	s11056
2	I18	10629	TAF6L	s20883
2	I19	5578	PRKCA	s11094
2	I02	10318	TNIP1	s20175
2	I20	10765	KDM5B	s21146
2	I21	5579	PRKCB	s11095
2	I22	10771	ZMYND11	s21153
2	I03	4221	MEN1	s8682
2	I04	10322	SMYD5	s20187
2	I05	4255	MGMT	s8752
2	I06	10389	SCML2	s20315
2	I07	4297	MLL	s8819
2	I08	10419	PRMT5	s20377
2	I09	4616	GADD45B	s226681
2	J01	55683	KIAA1310	s31243
2	J10	390245		s52752
2	J11	55870	ASH1L	s31700
2	J12	142	PARP1	s1098
2	J13	55904	KMT2E	s31750
2	J14	1105	CHD1	s2975
2	J15	56341	PRMT8	s32144
2	J16	1106	CHD2	s2979
2	J17	56950	SMYD2	s32468
2	J18	1107	CHD3	s2981
2	J19	56978	PRDM8	s32516
2	J02	254013	C12orf72	s48479
2	J20	1912	PHC2	s4474
2	J21	56979	PRDM9	s32521
2	J22	2073	ERCC5	s4802
2	J03	55693	KDM4D	s31268
2	J04	254065	BRWD3	s48490
2	J05	55777	MBD5	s31486
2	J06	284058	KIAA1267	s226174
2	J07	55818	JMJD1A	s224393
2	J08	387893	SETD8	s51990
2	J09	55869	HDAC8	s31698
2	K01	5585	PKN1	s11115
2	K10	11105	PRDM7	s21900
2	K11	5931	RBBP7	s11847
2	K12	11107	PRDM5	s21903
2	K13	6046	BRD2	s12071
2	K14	11108	PRDM4	s21906
2	K15	6299	SALL1	s12466
2	K16	11143	MYST2	s254
2	K17	6304	SATB1	s12480
2	K18	11176	BAZ2A	s22057
2	K19	6419	SETMAR	s12707
2	K02	10847	SRCAP	s21293
2	K20	11177	BAZ1A	s22061
2	K21	6595	SMARCA2	s13133
2	K22	11262	SP140	s22238
2	K03	5897	RAG2	s11757
2	K04	10902	BRD8	s21425
2	K05	5927	KDM5A	s11835
2	K06	10919	EHMT2	s21470
2	K07	5928	RBBP4	s11837
2	K08	11091	WDR5	s21864
2	K09	5929	RBBP5	s11842
2	L01	56980	PRDM10	s32523
2	L10	2962	GTF2F1	s223822
2	L11	57713	SFMBT2	s33657
2	L12	2965	GTF2H1	s6312
2	L13	58508	KMT2C	s33888
2	L14	3015	H2AFZ	s6414
2	L15	59335	PRDM12	s224523
2	L16	3068	HDGF	s6499
2	L17	59336	PRDM13	s33990
2	L18	3930	LBR	s8102
2	L19	63925	ZNF335	s34277
2	L02	2280	FKBP1A	s5207
2	L20	4299	AFF1	s8823
2	L21	63976	PRDM16	s34348
2	L22	4302	MLLT6	s8833
2	L03	56981	PRDM11	s32526
2	L04	2286	FKBP2	s223540
2	L05	57325	CSRP2BP	s32943
2	L06	2956	MSH6	s6286
2	L07	57504	MTA3	s59003
2	L08	2959	GTF2B	s6295
2	L09	57673	BEND3	s33565
2	M01	6596	HLTF	s13137
2	M10	23028	AOF2	s618
2	M11	6790	AURKA	s197
2	M12	23030	KDM4B	s229325
2	M13	6795	AURKC	s13583
2	M14	23067	SETD1B	s22959
2	M15	6839	SUV39H1	s13658
2	M16	23081	JMJD2C	s225930
2	M17	6871	TADA2A	s13729
2	M18	23133	PHF8	s23106
2	M19	6872	TAF1	s13731
2	M02	22933	SIRT2	s22706
2	M20	23135	KDM6B	s23110
2	M21	6877	TAF5	s13742
2	M22	23210	JMJD6	s23291
2	M03	6597	SMARCA4	s13141
2	M04	22955	SCMH1	s22743
2	M05	6598	SMARCB1	s13142
2	M06	22976	PAXIP1	s22749
2	M07	6605	SMARCE1	s13160
2	M08	22992	FBXL11	s22791
2	M09	6672	SP100	s13331
2	N01	63977	PRDM15	s34351
2	N10	5252	PHF1	s224257
2	N11	65980	BRD9	s35295
2	N12	5431	POLR2B	s10797
2	N13	79595	SAP130	s35882
2	N14	5580	PRKCD	s11100
2	N15	79609	METTL21D	s35910
2	N16	5926	ARID4A	s11831
2	N17	79697	C14orf169	s36125
2	N18	5977	DPF2	s11931
2	N19	79723	SUV39H2	s36184
2	N02	4673	NAP1L1	s9266
2	N20	6119	RPA3	s12134
2	N21	79813	EHMT1	s36392
2	N22	6594	SMARCA1	s13132
2	N03	63978	PRDM14	s34352
2	N04	4674	NAP1L2	s9270
2	N05	64324	NSD1	s34629
2	N06	4675	NAP1L3	s9271
2	N07	64426	SUDS3	s34742
2	N08	4998	ORC1L	s9893
2	N09	64754	SMYD3	s34865
2	O01	6880	TAF9	s13753
2	O10	23411	SIRT1	s223592
2	O11	7404	UTY	s14740
2	O12	23466	CBX6	s23877
2	O13	7443	VRK1	s14822
2	O14	23476	BRD4	s23903
2	O15	7468	WHSC1	s200461
2	O16	23492	CBX7	s23927
2	O17	7799	PRDM2	s229620
2	O18	23522	KAT6B	s23998
2	O19	7862	BRPF1	s15423
2	O02	23309	SIN3B	s23528
2	O20	23613	ZMYND8	s223617
2	O21	7994	MYST3	s15532
2	O22	23774	BRD1	s24390
2	O03	6881	TAF10	s13754
2	O04	23408	SIRT5	s23760
2	O05	6883	TAF12	s229935
2	O06	23409	SIRT4	s23763
2	O07	7158	TP53BP1	s14313
2	O08	23410	SIRT3	s23767
2	O09	7403	UTX	s14737
2	P01	79823	C2orf34	s36414
2	P10	6749	SSRP1	s13490
2	P11	79918	SETD6	s36637
2	P12	6917	TCEA1	s13848
2	P13	79960	PHF17	s36726
2	P14	6941	TCF19	s13900
2	P15	79969	C6orf134	s36739
2	P16	6942	TCF20	s13902
2	P17	80218	NAA50	s37078
2	P18	6996	TDG	s13950
2	P19	80314	EPC1	s37200
2	P02	6599	SMARCC1	s13145
2	P20	7290	HIRA	s14520
2	P21	80335	WDR82	s37246
2	P22	7703	PCGF2	s15196
2	P03	79828	METTL8	s36423
2	P04	6601	SMARCC2	s13149
2	P05	79831	JMJD5	s36432
2	P06	6602	SMARCD1	s13151
2	P07	79885	HDAC11	s36567
2	P08	6604	SMARCD3	s13158
2	P09	79903	NAA60	s36615
3	A01	326	AIRE	s223880
3	A10	8242	JARID1C	s15749
3	A11	639	PRDM1	s1991
3	A12	8284	JARID1D	s224896
3	A13	648	BMI1	s2015
3	A14	8359	HIST1H4A	s194916
3	A15	675	BRCA2	s224694
3	A16	8464	SUPT3H	s228378
3	A17	676	BRDT	s2086
3	A18	8473	OGT	s16094
3	A19	983	CDC2	s463
3	A02	8019	BRD3	s15544
3	A20	8520	HAT1	s16195
3	A21	1017	CDK2	s206
3	A22	8535	CBX4	s16235
3	A03	408	ARRB1	s1622
3	A04	8085	MLL2	s15606
3	A05	472	ATM	s1708
3	A06	8110	DPF3	s15631
3	A07	545	ATR	s535
3	A08	8202	NCOA3	s15699
3	A09	546	ATRX	s1824
3	B01	25855	BRMS1	s24632
3	B10	83852	SETDB2	s38216
3	B11	26610	ELP4	s25575
3	B12	83860	TAF3	s38237
3	B13	27097	TAF5L	s25812
3	B14	83903	GSG2	s38322
3	B15	27154	BRPF3	s25919
3	B16	83933	HDAC10	s38334
3	B17	27443	CECR2	s26246
3	B18	84148	MYST1	s38571
3	B19	29028	ATAD2	s26394
3	B02	80349	WDR61	s37274
3	B20	84181	CHD6	s38615
3	B21	29072	SETD2	s26423
3	B22	84193	SETD3	s38639
3	B03	25942	SIN3A	s24799
3	B04	80853	JHDM1D	s37449
3	B05	26013	L3MBTL	s24936
3	B06	80854	SETD7	s37451
3	B07	26038	CHD5	s24987
3	B08	83746	L3MBTL2	s38178
3	B09	26108	PYGO1	s25107
3	C01	1108	CHD4	s2984
3	C10	8841	HDAC3	s16876
3	C11	1786	DNMT1	s4216
3	C12	8850	KAT2B	s16896
3	C13	1787	TRDMT1	s4220
3	C14	8930	MBD4	s17077
3	C16	8932	MBD2	s17079
3	C17	1789	DNMT3B	s4223
3	C18	8986	RPS6KA4	s17138
3	C19	2033	EP300	s4695
3	C02	8554	PIAS1	s16286
3	C20	9031	BAZ1B	s17209
3	C21	2091	FBL	s4820
3	C22	9063	PIAS2	s17286
3	C03	1111	CHEK1	s504
3	C04	8648	NCOA1	s16461
3	C05	1386	ATF2	s3494
3	C06	8721	EDF1	s225027
3	C07	1387	CREBBP	s3496
3	C08	8805	TRIM24	s16787
3	C09	1647	GADD45A	s3993
3	D01	29117	BRD7	s226251
3	D10	84456	L3MBTL3	s39038
3	D11	51147	ING4	s230419
3	D12	84661	DPY30	s39270
3	D13	51230	PHF20	s27721
3	D14	84733	CBX2	s195483
3	D15	51317	PHF21A	s27940
3	D16	84787	SUV420H2	s195487
3	D17	51460	SFMBT1	s28173
3	D18	84864	MINA	s39523
3	D19	51547	SIRT7	s28303
3	D02	84289	ING5	s38828
3	D20	90268	FAM105B	s40306
3	D21	51548	SIRT6	s195228
3	D22	90780	PYGO2	s40490
3	D03	29947	DNMT3L	s26770
3	D04	84312	BRMS1L	s38891
3	D05	29994	BAZ2B	s26867
3	D06	84332	DYDC2	s38938
3	D07	30827	CXXC1	s26935
3	D08	84444	DOT1L	s39011
3	D09	51111	SUV420H1	s27461
3	E01	2122	EVI1	s4874
